REFERENCE	 DEGRADED	 PESQMOS	 MOSLQO	 SAMPLE_FREQ	 MODE
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/001_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/001_1_clean.wav	 2.471	 2.100	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/002_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/002_1_clean.wav	 2.440	 2.063	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/003_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/003_1_clean.wav	 1.618	 1.383	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/004_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/004_1_clean.wav	 2.147	 1.757	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/005_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/005_1_clean.wav	 2.260	 1.867	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/006_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/006_1_clean.wav	 2.171	 1.780	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/007_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/007_1_clean.wav	 1.983	 1.618	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/008_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/008_1_clean.wav	 2.413	 2.032	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/009_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/009_1_clean.wav	 2.317	 1.927	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/010_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/010_1_clean.wav	 2.211	 1.818	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/011_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/011_1_clean.wav	 2.403	 2.021	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/012_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/012_1_clean.wav	 2.466	 2.094	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/013_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/013_1_clean.wav	 2.330	 1.940	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/014_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/014_1_clean.wav	 2.260	 1.867	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/015_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/015_1_clean.wav	 1.957	 1.599	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/016_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/016_1_clean.wav	 2.344	 1.955	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/017_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/017_1_clean.wav	 2.439	 2.062	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/018_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/018_1_clean.wav	 2.343	 1.955	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/019_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/019_1_clean.wav	 2.193	 1.801	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/020_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/020_1_clean.wav	 2.117	 1.730	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/021_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/021_1_clean.wav	 2.368	 1.982	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/022_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/022_1_clean.wav	 2.116	 1.730	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/023_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/023_1_clean.wav	 2.117	 1.730	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/024_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/024_1_clean.wav	 2.314	 1.923	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/025_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/025_1_clean.wav	 2.056	 1.678	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/026_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/026_1_clean.wav	 1.659	 1.405	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/027_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/027_1_clean.wav	 2.197	 1.805	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/028_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/028_1_clean.wav	 2.423	 2.044	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/029_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/029_1_clean.wav	 2.479	 2.109	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/030_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/030_1_clean.wav	 2.174	 1.783	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/031_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/031_1_clean.wav	 1.945	 1.589	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/032_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/032_1_clean.wav	 2.297	 1.905	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/033_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/033_1_clean.wav	 2.125	 1.738	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/034_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/034_1_clean.wav	 2.097	 1.713	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/035_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/035_1_clean.wav	 2.453	 2.079	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/036_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/036_1_clean.wav	 2.315	 1.925	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/037_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/037_1_clean.wav	 2.484	 2.116	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/038_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/038_1_clean.wav	 2.099	 1.714	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/039_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/039_1_clean.wav	 2.179	 1.787	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/040_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/040_1_clean.wav	 2.496	 2.131	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/041_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/041_1_clean.wav	 2.366	 1.980	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/042_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/042_1_clean.wav	 2.648	 2.323	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/043_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/043_1_clean.wav	 2.481	 2.113	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/044_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/044_1_clean.wav	 2.524	 2.164	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/045_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/045_1_clean.wav	 2.224	 1.831	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/046_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/046_1_clean.wav	 2.090	 1.707	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/047_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/047_1_clean.wav	 2.554	 2.202	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/048_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/048_1_clean.wav	 2.643	 2.316	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/049_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/049_1_clean.wav	 2.378	 1.993	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/050_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/050_1_clean.wav	 2.578	 2.232	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/051_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/051_1_clean.wav	 2.628	 2.297	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/052_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/052_1_clean.wav	 2.576	 2.229	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/053_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/053_1_clean.wav	 2.346	 1.957	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/054_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/054_1_clean.wav	 2.354	 1.966	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/055_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/055_1_clean.wav	 2.162	 1.772	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/056_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/056_1_clean.wav	 2.546	 2.192	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/057_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/057_1_clean.wav	 2.530	 2.172	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/058_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/058_1_clean.wav	 2.485	 2.117	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/059_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/059_1_clean.wav	 2.310	 1.919	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/060_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/060_1_clean.wav	 2.645	 2.319	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/061_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/061_1_clean.wav	 2.139	 1.751	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/062_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/062_1_clean.wav	 2.501	 2.137	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/063_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/063_1_clean.wav	 2.412	 2.031	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/064_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/064_1_clean.wav	 2.480	 2.111	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/065_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/065_1_clean.wav	 2.154	 1.764	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/066_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/066_1_clean.wav	 2.327	 1.937	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/067_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/067_1_clean.wav	 2.485	 2.118	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/068_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/068_1_clean.wav	 2.637	 2.309	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/069_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/069_1_clean.wav	 2.630	 2.299	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/070_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/070_1_clean.wav	 2.448	 2.073	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/071_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/071_1_clean.wav	 2.406	 2.024	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/072_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/072_1_clean.wav	 2.219	 1.826	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/073_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/073_1_clean.wav	 2.456	 2.083	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/074_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/074_1_clean.wav	 2.761	 2.478	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/075_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/075_1_clean.wav	 2.477	 2.107	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/076_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/076_1_clean.wav	 2.388	 2.004	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/077_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/077_1_clean.wav	 2.376	 1.991	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/078_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/078_1_clean.wav	 2.174	 1.783	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/079_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/079_1_clean.wav	 2.508	 2.145	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/080_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/080_1_clean.wav	 2.283	 1.891	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/081_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/081_1_clean.wav	 2.345	 1.957	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/082_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/082_1_clean.wav	 2.114	 1.728	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/083_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/083_1_clean.wav	 2.322	 1.931	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/084_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/084_1_clean.wav	 2.714	 2.412	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/085_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/085_1_clean.wav	 1.798	 1.487	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/086_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/086_1_clean.wav	 2.609	 2.272	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/087_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/087_1_clean.wav	 2.657	 2.336	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/088_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/088_1_clean.wav	 2.477	 2.108	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/089_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/089_1_clean.wav	 2.751	 2.464	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/090_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/090_1_clean.wav	 2.475	 2.105	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/091_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/091_1_clean.wav	 2.827	 2.571	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/092_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/092_1_clean.wav	 2.388	 2.004	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/093_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/093_1_clean.wav	 2.089	 1.706	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/094_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/094_1_clean.wav	 2.303	 1.912	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/095_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/095_1_clean.wav	 2.200	 1.808	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/096_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/096_1_clean.wav	 2.381	 1.996	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/097_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/097_1_clean.wav	 2.129	 1.741	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/098_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/098_1_clean.wav	 2.222	 1.829	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/099_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/099_1_clean.wav	 2.335	 1.946	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/100_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/100_1_clean.wav	 2.452	 2.078	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/101_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/101_1_clean.wav	 2.257	 1.864	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/102_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/102_1_clean.wav	 2.354	 1.966	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/103_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/103_1_clean.wav	 2.334	 1.945	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/104_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/104_1_clean.wav	 2.299	 1.907	 8000	nb
